   3.0256208e+02	   3.0952612e+02	   3.1027796e+02	   3.0975488e+02	   3.1013700e+02	   3.1177238e+02	   3.1831728e+02	   3.2467480e+02	   3.2900420e+02	   3.2984512e+02	   3.2997910e+02	   3.2996900e+02	
   7.7069900e-01	   8.1229100e-01	   8.2364261e-01	   8.1324556e-01	   8.2335710e-01	   8.2510435e-01	   8.1337550e-01	   8.1613585e-01	   8.1706685e-01	   8.1345788e-01	   8.3653097e-01	   8.4320747e-01	
   7.6957109e-01	   8.1103990e-01	   8.2250574e-01	   8.1158892e-01	   8.2145836e-01	   8.2371801e-01	   8.1210656e-01	   8.1381698e-01	   8.1552815e-01	   8.1142331e-01	   8.3548543e-01	   8.4120066e-01	
   7.7021672e-01	   8.1094177e-01	   8.2258873e-01	   8.1190056e-01	   8.2125107e-01	   8.2400856e-01	   8.1192645e-01	   8.1412123e-01	   8.1657315e-01	   8.1222729e-01	   8.3560347e-01	   8.4220407e-01	
   7.7462720e-01	   8.1528383e-01	   8.2717770e-01	   8.1641942e-01	   8.2622594e-01	   8.2796004e-01	   8.1565141e-01	   8.1884120e-01	   8.2179816e-01	   8.1691172e-01	   8.4058664e-01	   8.4703401e-01	
   7.7541285e-01	   8.1557003e-01	   8.2772539e-01	   8.1760859e-01	   8.2754428e-01	   8.2866566e-01	   8.1759167e-01	   8.2002530e-01	   8.2302418e-01	   8.1828997e-01	   8.4234887e-01	   8.4836054e-01	
   7.7607403e-01	   8.1672300e-01	   8.2880418e-01	   8.1950306e-01	   8.2912795e-01	   8.3031765e-01	   8.1837759e-01	   8.2148077e-01	   8.2336154e-01	   8.2003740e-01	   8.4346187e-01	   8.4910884e-01	
   7.7886656e-01	   8.1948687e-01	   8.3106962e-01	   8.2170098e-01	   8.3171488e-01	   8.3197794e-01	   8.2081723e-01	   8.2422723e-01	   8.2457934e-01	   8.2292518e-01	   8.4520724e-01	   8.5228912e-01	
   7.7965998e-01	   8.2050901e-01	   8.3140985e-01	   8.2175839e-01	   8.3238649e-01	   8.3208585e-01	   8.2170959e-01	   8.2429301e-01	   8.2547623e-01	   8.2358969e-01	   8.4583962e-01	   8.5256123e-01	
   7.7942662e-01	   8.2035364e-01	   8.3085387e-01	   8.2178299e-01	   8.3183925e-01	   8.3229339e-01	   8.2200431e-01	   8.2351183e-01	   8.2571485e-01	   8.2371275e-01	   8.4524096e-01	   8.5303742e-01	
   7.7916993e-01	   8.1990390e-01	   8.2931038e-01	   8.2136473e-01	   8.3156563e-01	   8.3249262e-01	   8.2103009e-01	   8.2336382e-01	   8.2424198e-01	   8.2350766e-01	   8.4525783e-01	   8.5252722e-01	
   7.7951219e-01	   8.1965041e-01	   8.2948464e-01	   8.2136473e-01	   8.3212116e-01	   8.3311523e-01	   8.2100553e-01	   8.2349539e-01	   8.2459579e-01	   8.2375377e-01	   8.4546862e-01	   8.5239116e-01	
   7.7990890e-01	   8.2062349e-01	   8.3052193e-01	   8.2189781e-01	   8.3322392e-01	   8.3379595e-01	   8.2147217e-01	   8.2418612e-01	   8.2429135e-01	   8.2431984e-01	   8.4589864e-01	   8.5302042e-01	
   7.8311369e-01	   8.2394340e-01	   8.3432257e-01	   8.2560474e-01	   8.3663171e-01	   8.3684258e-01	   8.2456675e-01	   8.2800979e-01	   8.2733583e-01	   8.2748655e-01	   8.4916173e-01	   8.5742519e-01	
   7.8469275e-01	   8.2606128e-01	   8.3719379e-01	   8.2787647e-01	   8.3862994e-01	   8.3804628e-01	   8.2569652e-01	   8.3065758e-01	   8.3017462e-01	   8.2867611e-01	   8.5047708e-01	   8.5910886e-01	
   7.8398490e-01	   8.2479382e-01	   8.3560051e-01	   8.2662989e-01	   8.3634151e-01	   8.3683427e-01	   8.2377264e-01	   8.2991751e-01	   8.2907202e-01	   8.2710096e-01	   8.4937252e-01	   8.5790988e-01	
   7.8328482e-01	   8.2363267e-01	   8.3501963e-01	   8.2662989e-01	   8.3535482e-01	   8.3601243e-01	   8.2297853e-01	   8.2903766e-01	   8.2910493e-01	   8.2719121e-01	   8.4923762e-01	   8.5798641e-01	
   7.8241361e-01	   8.2144938e-01	   8.3365870e-01	   8.2589178e-01	   8.3430181e-01	   8.3451817e-01	   8.2183239e-01	   8.2847027e-01	   8.2748395e-01	   8.2582116e-01	   8.4775363e-01	   8.5653233e-01	
   7.8093567e-01	   8.1992026e-01	   8.3281227e-01	   8.2537511e-01	   8.3418573e-01	   8.3331447e-01	   8.2107102e-01	   8.2738484e-01	   8.2646363e-01	   8.2528790e-01	   8.4771990e-01	   8.5507824e-01	
