   3.0000000e+02	   2.9993789e+02	  -6.2112307e-02	
   2.9400000e+02	   2.9383739e+02	  -1.6260919e-01	
   2.8600000e+02	   2.8608016e+02	   8.0161898e-02	
   3.1200000e+02	   3.1228706e+02	   2.8705720e-01	
   3.2600000e+02	   3.2553919e+02	  -4.6081447e-01	
   3.1200000e+02	   3.1224024e+02	   2.4024383e-01	
   2.9000000e+02	   2.8997639e+02	  -2.3605326e-02	
   2.8000000e+02	   2.8027607e+02	   2.7607448e-01	
   2.8000000e+02	   2.8020539e+02	   2.0538778e-01	
   3.2200000e+02	   3.2194105e+02	  -5.8953906e-02	
   2.9800000e+02	   2.9778203e+02	  -2.1796565e-01	
   3.0400000e+02	   3.0383537e+02	  -1.6463474e-01	
   3.1600000e+02	   3.1634597e+02	   3.4597423e-01	
   2.8800000e+02	   2.8777697e+02	  -2.2302981e-01	
   3.0600000e+02	   3.0593618e+02	  -6.3821588e-02	
   2.8200000e+02	   2.8224341e+02	   2.4341449e-01	
   2.9200000e+02	   2.9205296e+02	   5.2961519e-02	
   3.0200000e+02	   3.0198857e+02	  -1.1429704e-02	
   3.0600000e+02	   3.0605424e+02	   5.4244398e-02	
   3.0000000e+02	   2.9979131e+02	  -2.0868920e-01	
   3.0000000e+02	   3.0029062e+02	   2.9062172e-01	
   3.1600000e+02	   3.1619397e+02	   1.9396866e-01	
   3.1600000e+02	   3.1599511e+02	  -4.8864863e-03	
   2.8000000e+02	   2.8043564e+02	   4.3564136e-01	
   2.9600000e+02	   2.9595275e+02	  -4.7246049e-02	
   2.8400000e+02	   2.8410236e+02	   1.0236186e-01	
   2.9000000e+02	   2.8977390e+02	  -2.2609517e-01	
   3.0200000e+02	   3.0185444e+02	  -1.4556473e-01	
   3.1000000e+02	   3.1014312e+02	   1.4311794e-01	
   3.1400000e+02	   3.1415320e+02	   1.5319656e-01	
   2.9400000e+02	   2.9399618e+02	  -3.8175290e-03	
   2.8200000e+02	   2.8222240e+02	   2.2239833e-01	
   3.2000000e+02	   3.2019331e+02	   1.9331220e-01	
   3.1600000e+02	   3.1603597e+02	   3.5966716e-02	
   2.9000000e+02	   2.8986590e+02	  -1.3409979e-01	
   2.8400000e+02	   2.8416932e+02	   1.6932297e-01	
   3.1800000e+02	   3.1787060e+02	  -1.2939557e-01	
   2.9400000e+02	   2.9387385e+02	  -1.2614851e-01	
   3.0200000e+02	   3.0214659e+02	   1.4659187e-01	
   2.8600000e+02	   2.8606683e+02	   6.6827934e-02	
   3.0400000e+02	   3.0414598e+02	   1.4598359e-01	
   3.0800000e+02	   3.0821432e+02	   2.1432182e-01	
   2.8200000e+02	   2.8214337e+02	   1.4337396e-01	
   3.1800000e+02	   3.1808428e+02	   8.4276302e-02	
   2.8200000e+02	   2.8205520e+02	   5.5199848e-02	
   2.9600000e+02	   2.9581591e+02	  -1.8408515e-01	
   3.0400000e+02	   3.0405647e+02	   5.6472149e-02	
   3.0200000e+02	   3.0210230e+02	   1.0229786e-01	
   3.1200000e+02	   3.1205677e+02	   5.6771786e-02	
   2.9600000e+02	   2.9569203e+02	  -3.0797190e-01	
   2.8800000e+02	   2.8796167e+02	  -3.8327874e-02	
   3.1200000e+02	   3.1217509e+02	   1.7508504e-01	
   3.2000000e+02	   3.2023562e+02	   2.3561614e-01	
   3.0400000e+02	   3.0408685e+02	   8.6846417e-02	
   3.0401000e+02	   3.0405471e+02	   4.4707845e-02	
   3.2400000e+02	   3.2379305e+02	  -2.0695228e-01	
   3.2400000e+02	   3.2381949e+02	  -1.8050704e-01	
   3.0200000e+02	   3.0209638e+02	   9.6380774e-02	
   3.0400000e+02	   3.0394555e+02	  -5.4448797e-02	
   3.0600000e+02	   3.0595279e+02	  -4.7212243e-02	
   2.8200000e+02	   2.8206339e+02	   6.3385725e-02	
   2.9800000e+02	   2.9790120e+02	  -9.8797701e-02	
   2.8600000e+02	   2.8611848e+02	   1.1847728e-01	
   3.2600000e+02	   3.2582748e+02	  -1.7252470e-01	
   3.2600000e+02	   3.2559821e+02	  -4.0178933e-01	
   3.1000000e+02	   3.1016383e+02	   1.6382766e-01	
   3.0400000e+02	   3.0414576e+02	   1.4576190e-01	
   3.0200000e+02	   3.0197251e+02	  -2.7486155e-02	
   2.9200000e+02	   2.9180321e+02	  -1.9679386e-01	
   2.8200000e+02	   2.8221753e+02	   2.1752879e-01	
   3.1200000e+02	   3.1215196e+02	   1.5195937e-01	
   2.8600000e+02	   2.8592878e+02	  -7.1217619e-02	
   2.9200000e+02	   2.9177215e+02	  -2.2785136e-01	
   3.1600000e+02	   3.1608736e+02	   8.7358480e-02	
   3.1800000e+02	   3.1804589e+02	   4.5889201e-02	
   3.0000000e+02	   2.9969006e+02	  -3.0994467e-01	
   3.2601000e+02	   3.2554714e+02	  -4.6285950e-01	
   2.9600000e+02	   2.9587509e+02	  -1.2491261e-01	
   2.9600000e+02	   2.9591371e+02	  -8.6285725e-02	
   3.1000000e+02	   3.0996853e+02	  -3.1468987e-02	
   3.2000000e+02	   3.2018358e+02	   1.8358284e-01	
   2.9800000e+02	   2.9797142e+02	  -2.8576980e-02	
   3.0600000e+02	   3.0601595e+02	   1.5948690e-02	
   3.2400000e+02	   3.2394857e+02	  -5.1427761e-02	
   3.1000000e+02	   3.1022763e+02	   2.2762930e-01	
   3.0399000e+02	   3.0414555e+02	   1.5554862e-01	
   3.2400000e+02	   3.2384136e+02	  -1.5863710e-01	
   2.8200000e+02	   2.8204051e+02	   4.0507710e-02	
   3.1600000e+02	   3.1608437e+02	   8.4374208e-02	
   3.2200000e+02	   3.2177500e+02	  -2.2499559e-01	
   2.8000000e+02	   2.8046874e+02	   4.6874318e-01	
   2.9000000e+02	   2.8967914e+02	  -3.2085956e-01	
   3.2200000e+02	   3.2214901e+02	   1.4901434e-01	
   3.1001000e+02	   3.1006711e+02	   5.7108381e-02	
   3.0000000e+02	   2.9969885e+02	  -3.0115099e-01	
   3.0400000e+02	   3.0410581e+02	   1.0580606e-01	
   2.9600000e+02	   2.9583632e+02	  -1.6367923e-01	
   3.2000000e+02	   3.1994751e+02	  -5.2491694e-02	
   2.9400000e+02	   2.9365857e+02	  -3.4142632e-01	
   3.2000000e+02	   3.2001565e+02	   1.5654139e-02	
   2.8800000e+02	   2.8795270e+02	  -4.7301182e-02	
   2.8200000e+02	   2.8200157e+02	   1.5697105e-03	
   2.8800000e+02	   2.8795740e+02	  -4.2598448e-02	
   3.2600000e+02	   3.2539146e+02	  -6.0853961e-01	
   3.0400000e+02	   3.0401313e+02	   1.3132654e-02	
   3.2000000e+02	   3.2020279e+02	   2.0278715e-01	
   3.1600000e+02	   3.1598669e+02	  -1.3312227e-02	
   2.8600000e+02	   2.8599579e+02	  -4.2075236e-03	
   3.1200000e+02	   3.1216720e+02	   1.6720149e-01	
   3.0600000e+02	   3.0605760e+02	   5.7599961e-02	
   2.8000000e+02	   2.8021990e+02	   2.1989536e-01	
   3.0200000e+02	   3.0200828e+02	   8.2775028e-03	
   3.0200000e+02	   3.0205963e+02	   5.9631164e-02	
   3.0400000e+02	   3.0415814e+02	   1.5813547e-01	
   2.9200000e+02	   2.9194047e+02	  -5.9527255e-02	
   2.9400000e+02	   2.9392132e+02	  -7.8681184e-02	
   3.2200000e+02	   3.2190471e+02	  -9.5292827e-02	
   3.2200000e+02	   3.2190257e+02	  -9.7430079e-02	
   2.9200000e+02	   2.9203341e+02	   3.3411058e-02	
   3.0000000e+02	   3.0006770e+02	   6.7704049e-02	
   2.9200000e+02	   2.9175127e+02	  -2.4872558e-01	
   2.8200000e+02	   2.8220474e+02	   2.0473656e-01	
   2.9400000e+02	   2.9391715e+02	  -8.2850115e-02	
   2.9600000e+02	   2.9589934e+02	  -1.0066115e-01	
   2.8399000e+02	   2.8418009e+02	   1.9009362e-01	
   2.8800000e+02	   2.8786075e+02	  -1.3924877e-01	
   3.2200000e+02	   3.2196688e+02	  -3.3118239e-02	
   2.8800000e+02	   2.8775642e+02	  -2.4357868e-01	
   3.1000000e+02	   3.1040330e+02	   4.0329864e-01	
   2.9600000e+02	   2.9586549e+02	  -1.3450980e-01	
   2.8400000e+02	   2.8407200e+02	   7.2004677e-02	
   2.9600000e+02	   2.9581080e+02	  -1.8919678e-01	
   3.2600000e+02	   3.2559574e+02	  -4.0426378e-01	
   2.9000000e+02	   2.8985059e+02	  -1.4940937e-01	
   3.1200000e+02	   3.1210810e+02	   1.0810273e-01	
   2.9000000e+02	   2.8981375e+02	  -1.8624808e-01	
   2.9600000e+02	   2.9568386e+02	  -3.1614305e-01	
   2.9800000e+02	   2.9781623e+02	  -1.8376593e-01	
   3.0000000e+02	   2.9971799e+02	  -2.8201061e-01	
   3.0000000e+02	   2.9976368e+02	  -2.3631566e-01	
   3.2400000e+02	   3.2408499e+02	   8.4986646e-02	
   3.0000000e+02	   2.9987078e+02	  -1.2921515e-01	
   3.0400000e+02	   3.0405535e+02	   5.5351332e-02	
   3.2200000e+02	   3.2189809e+02	  -1.0191119e-01	
   3.0000000e+02	   3.0001312e+02	   1.3120057e-02	
   3.1400000e+02	   3.1408799e+02	   8.7986951e-02	
   2.8800000e+02	   2.8791308e+02	  -8.6921170e-02	
   3.0200000e+02	   3.0187399e+02	  -1.2600567e-01	
   2.8400000e+02	   2.8403540e+02	   3.5400580e-02	
   3.1600000e+02	   3.1629028e+02	   2.9028395e-01	
   3.0400000e+02	   3.0413577e+02	   1.3576995e-01	
   3.1800000e+02	   3.1801015e+02	   1.0147984e-02	
   2.8000000e+02	   2.8016845e+02	   1.6844528e-01	
   2.9400000e+02	   2.9392654e+02	  -7.3460127e-02	
   3.0800000e+02	   3.0799938e+02	  -6.2494176e-04	
   3.0200000e+02	   3.0185911e+02	  -1.4089386e-01	
   2.8000000e+02	   2.8034969e+02	   3.4968555e-01	
   3.2000000e+02	   3.2010316e+02	   1.0316225e-01	
   2.9600000e+02	   2.9575847e+02	  -2.4152568e-01	
   2.9600000e+02	   2.9582800e+02	  -1.7199672e-01	
   3.0000000e+02	   3.0028402e+02	   2.8401506e-01	
   2.8200000e+02	   2.8217679e+02	   1.7679441e-01	
