0,0,0,0,0
0,300,57914,13916.1,816.4
1,300,57914,13916.1,816.4
2,300,57914,13916.1,816.4
3,300,57914,13916.1,816.4
4,300,57914,13916.1,816.4
5,300,57914,13916.1,816.4
6,300,57914,13916.1,816.4
7,300,57914,13916.1,816.4
8,300,57914,13916.1,816.4
9,300,57914,13916.1,816.4
10,300,57914,13916.1,816.4
11,300,57914,13916.1,816.4
12,300,57914,13916.1,816.4
13,300,57914,13916.1,816.4
14,300,57914,13916.1,816.4
15,300,57914,13916.1,816.4
16,300,57914,13916.1,816.4
17,300,57914,13916.1,816.4
18,300,57914,13916.1,816.4
19,300,57914,13916.1,816.4
20,300,57914,13916.1,816.4
21,300,57914,13916.1,816.4
22,300,57914,13916.1,816.4
23,300,57914,13916.1,816.4
24,300,57914,13916.1,816.4
25,300,57914,13916.1,816.4
26,300,57914,13916.1,816.4
27,300,57914,13916.1,816.4
28,300,57914,13916.1,816.4
29,300,57914,13916.1,816.4
30,300,57914,13916.1,816.4
31,300,57914,13916.1,816.4
32,300,57914,13916.1,816.4
33,300,57914,13916.1,816.4
34,300,57914,13916.1,816.4
35,300,57914,13916.1,816.4
36,300,57914,13916.1,816.4
37,300,57914,13916.1,816.4
38,300,57914,13916.1,816.4
39,300,57914,13916.1,816.4
40,300,57914,13916.1,816.4
41,300,57914,13916.1,816.4
42,300,57914,13916.1,816.4
43,300,57914,13916.1,816.4
44,300,57914,13916.1,816.4
45,300,57914,13916.1,816.4
46,300,57914,13916.1,816.4
47,300,57914,13916.1,816.4
48,300,57914,13916.1,816.4
49,300,57914,13916.1,816.4
50,300,57914,13916.1,816.4
51,300,57914,13916.1,816.4
52,300,57914,13916.1,816.4
53,300,57914,13916.1,816.4
54,300,57914,13916.1,816.4
55,300,57914,13916.1,816.4
56,300,57914,13916.1,816.4
57,300,57914,13916.1,816.4
58,300,57914,13916.1,816.4
59,300,57914,13916.1,816.4
60,300,57914,13916.1,816.4
61,300,57914,13916.1,816.4
62,300,57914,13916.1,816.4
63,300,57914,13916.1,816.4
64,300,57914,13916.1,816.4
65,300,57914,13916.1,816.4
66,300,57914,13916.1,816.4
67,300,57914,13916.1,816.4
68,300,57914,13916.1,816.4
69,300,57914,13916.1,816.4
