x	y	z
16.39285714	0.037037037	313.7104704
16.48469388	0.037037037	313.6505803
16.57653061	0.037037037	313.5939395
16.66836735	0.037037037	313.5406318
16.76020408	0.037037037	313.4906571
16.85204082	0.037037037	313.4440154
16.94387755	0.037037037	313.4007067
17.03571429	0.037037037	313.360731
17.12755102	0.037037037	313.3243625
17.21938776	0.037037037	313.2917972
17.31122449	0.037037037	313.2626408
17.40306122	0.037037037	313.2371238
17.49489796	0.037037037	313.2152463
17.58673469	0.037037037	313.1970082
17.67857143	0.037037037	313.1823295
17.77040816	0.037037037	313.1714432
17.8622449	0.037037037	313.1642727
17.95408163	0.037037037	313.1607578
0.045918367	0.111111111	313.1517647
0.137755102	0.111111111	313.1552044
0.229591837	0.111111111	313.1629287
0.321428571	0.111111111	313.1743716
0.413265306	0.111111111	313.1891376
0.505102041	0.111111111	313.2074066
0.596938776	0.111111111	313.2293012
0.68877551	0.111111111	313.2548213
0.780612245	0.111111111	313.283967
0.87244898	0.111111111	313.3167383
0.964285714	0.111111111	313.3531352
1.056122449	0.111111111	313.3930627
1.147959184	0.111111111	313.4361413
1.239795918	0.111111111	313.4826543
1.331632653	0.111111111	313.5326722
1.423469388	0.111111111	313.5862607
1.515306122	0.111111111	313.6432124
1.607142857	0.111111111	313.7035272
1.698979592	0.111111111	313.7672051
1.790816327	0.111111111	313.8332364
1.882653061	0.111111111	313.903449
1.974489796	0.111111111	313.9765784
2.066326531	0.111111111	314.0525717
2.158163265	0.111111111	314.1313441
2.25	0.111111111	314.2128674
2.341836735	0.111111111	314.2971416
2.433673469	0.111111111	314.3841668
2.525510204	0.111111111	314.4739429
2.617346939	0.111111111	314.5664699
2.709183673	0.111111111	314.6617479
2.801020408	0.111111111	314.7590811
2.892857143	0.111111111	314.8585123
2.984693878	0.111111111	314.9614096
3.076530612	0.111111111	315.0666377
3.168367347	0.111111111	315.1739149
3.260204082	0.111111111	315.2832409
3.352040816	0.111111111	315.394616
3.443877551	0.111111111	315.5080414
3.535714286	0.111111111	315.623538
3.62755102	0.111111111	315.7411094
3.719387755	0.111111111	315.8603243
3.81122449	0.111111111	315.9813266
3.903061224	0.111111111	316.1046231
3.994897959	0.111111111	316.2295149
4.086734694	0.111111111	316.3558865
4.178571429	0.111111111	316.4840544
4.270408163	0.111111111	316.6136907
4.362244898	0.111111111	316.7447956
4.454081633	0.111111111	316.8773689
4.545918367	0.111111111	317.0114107
4.637755102	0.111111111	317.1468106
4.729591837	0.111111111	317.2828586
4.821428571	0.111111111	317.4201725
4.913265306	0.111111111	317.5585821
5.005102041	0.111111111	317.6978429
5.096938776	0.111111111	317.8378433
5.18877551	0.111111111	317.9786036
5.280612245	0.111111111	318.1199616
5.37244898	0.111111111	318.2616644
5.464285714	0.111111111	318.4036314
5.556122449	0.111111111	318.5458363
5.647959184	0.111111111	318.688095
5.739795918	0.111111111	318.8302116
5.831632653	0.111111111	318.9720625
5.923469388	0.111111111	319.1134689
6.015306122	0.111111111	319.254262
6.107142857	0.111111111	319.3942089
6.198979592	0.111111111	319.5331707
6.290816327	0.111111111	319.6710258
6.382653061	0.111111111	319.8073771
6.474489796	0.111111111	319.9422571
6.566326531	0.111111111	320.0752949
6.658163265	0.111111111	320.2061128
6.75	0.111111111	320.3347764
6.841836735	0.111111111	320.4612103
6.933673469	0.111111111	320.5848018
7.025510204	0.111111111	320.7053233
7.117346939	0.111111111	320.822579
7.209183673	0.111111111	320.936534
7.301020408	0.111111111	321.0474111
7.392857143	0.111111111	321.1543644
7.484693878	0.111111111	321.2575299
7.576530612	0.111111111	321.3569425
7.668367347	0.111111111	321.4519355
7.760204082	0.111111111	321.5428083
7.852040816	0.111111111	321.6295548
7.943877551	0.111111111	321.7108727
8.035714286	0.111111111	321.7857012
8.12755102	0.111111111	321.8563168
8.219387755	0.111111111	321.9200514
8.31122449	0.111111111	321.977562
8.403061224	0.111111111	322.0288487
8.494897959	0.111111111	322.0729582
8.586734694	0.111111111	322.1093551
8.678571429	0.111111111	322.1387083
8.770408163	0.111111111	322.1606829
8.862244898	0.111111111	322.175279
8.954081633	0.111111111	322.1823822
9.045918367	0.111111111	322.1821838
9.137755102	0.111111111	322.1748397
9.229591837	0.111111111	322.1602209
9.321428571	0.111111111	322.1382767
9.413265306	0.111111111	322.1090548
9.505102041	0.111111111	322.0724493
9.596938776	0.111111111	322.0287756
9.68877551	0.111111111	321.9783021
9.780612245	0.111111111	321.9199858
9.87244898	0.111111111	321.8560024
9.964285714	0.111111111	321.7863909
10.05612245	0.111111111	321.7110221
10.14795918	0.111111111	321.6303701
10.23979592	0.111111111	321.5454791
10.33163265	0.111111111	321.454186
10.42346939	0.111111111	321.3588367
10.51530612	0.111111111	321.2593989
10.60714286	0.111111111	321.1558225
10.69897959	0.111111111	321.0487065
10.79081633	0.111111111	320.9384311
10.88265306	0.111111111	320.8245123
10.9744898	0.111111111	320.7076502
11.06632653	0.111111111	320.5878446
11.15816327	0.111111111	320.4650956
11.25	0.111111111	320.3394032
11.34183673	0.111111111	320.2107673
11.43367347	0.111111111	320.0793587
11.5255102	0.111111111	319.9454786
11.61734694	0.111111111	319.8099226
11.70918367	0.111111111	319.6744832
11.80102041	0.111111111	319.5375892
11.89285714	0.111111111	319.3986937
11.98469388	0.111111111	319.2587722
12.07653061	0.111111111	319.1178246
12.16836735	0.111111111	318.9758511
12.26020408	0.111111111	318.8327925
12.35204082	0.111111111	318.6894772
12.44387755	0.111111111	318.5466964
12.53571429	0.111111111	318.4044499
12.62755102	0.111111111	318.2627378
12.71938776	0.111111111	318.1215601
12.81122449	0.111111111	317.9809168
12.90306122	0.111111111	317.8408079
12.99489796	0.111111111	317.7012334
13.08673469	0.111111111	317.5624568
13.17857143	0.111111111	317.4246825
13.27040816	0.111111111	317.287486
13.3622449	0.111111111	317.1517329
13.45408163	0.111111111	317.0172594
13.54591837	0.111111111	316.8838755
13.6377551	0.111111111	316.7516493
13.72959184	0.111111111	316.620581
13.82142857	0.111111111	316.4906704
13.91326531	0.111111111	316.3619064
14.00510204	0.111111111	316.2350388
14.09693878	0.111111111	316.1100837
14.18877551	0.111111111	315.9870411
14.28061224	0.111111111	315.8659111
14.37244898	0.111111111	315.7466937
14.46428571	0.111111111	315.629389
14.55612245	0.111111111	315.5139719
14.64795918	0.111111111	315.4004386
14.73979592	0.111111111	315.2889141
14.83163265	0.111111111	315.1801369
14.92346939	0.111111111	315.0729217
15.01530612	0.111111111	314.9676401
15.10714286	0.111111111	314.8649281
15.19897959	0.111111111	314.7647857
15.29081633	0.111111111	314.6672129
15.38265306	0.111111111	314.5722097
15.4744898	0.111111111	314.4797761
15.56632653	0.111111111	314.389912
15.65816327	0.111111111	314.3026176
15.75	0.111111111	314.218066
15.84183673	0.111111111	314.1363423
15.93367347	0.111111111	314.0571946
16.0255102	0.111111111	313.9812101
16.11734694	0.111111111	313.9086883
16.20918367	0.111111111	313.8383519
16.30102041	0.111111111	313.7714597
16.39285714	0.111111111	313.7080642
16.48469388	0.111111111	313.6480295
16.57653061	0.111111111	313.5913558
16.66836735	0.111111111	313.538043
16.76020408	0.111111111	313.4880345
16.85204082	0.111111111	313.4412809
16.94387755	0.111111111	313.3978604
17.03571429	0.111111111	313.3579818
17.12755102	0.111111111	313.322187
17.21938776	0.111111111	313.289574
17.31122449	0.111111111	313.2603357
17.40306122	0.111111111	313.2347369
17.49489796	0.111111111	313.2127774
17.58673469	0.111111111	313.1944459
17.67857143	0.111111111	313.1796441
17.77040816	0.111111111	313.1685834
17.8622449	0.111111111	313.1614167
17.95408163	0.111111111	313.1579057
0.045918367	0.185185185	313.1460633
0.137755102	0.185185185	313.1493978
0.229591837	0.185185185	313.1570198
0.321428571	0.185185185	313.1683603
0.413265306	0.185185185	313.1834192
0.505102041	0.185185185	313.2020272
0.596938776	0.185185185	313.2239391
0.68877551	0.185185185	313.2494766
0.780612245	0.185185185	313.2786397
0.87244898	0.185185185	313.3114283
0.964285714	0.185185185	313.3478426
1.056122449	0.185185185	313.3875038
1.147959184	0.185185185	313.4306804
1.239795918	0.185185185	313.4773581
1.331632653	0.185185185	313.5274517
1.423469388	0.185185185	313.5810086
1.515306122	0.185185185	313.6380971
1.607142857	0.185185185	313.6985488
1.698979592	0.185185185	313.7623011
1.790816327	0.185185185	313.8285611
1.882653061	0.185185185	313.8984161
1.974489796	0.185185185	313.9716872
2.066326531	0.185185185	314.0478578
2.158163265	0.185185185	314.1268604
2.25	0.185185185	314.2086139
2.341836735	0.185185185	314.2931184
2.433673469	0.185185185	314.3803738
2.525510204	0.185185185	314.4703801
2.617346939	0.185185185	314.5631374
2.709183673	0.185185185	314.6585676
2.801020408	0.185185185	314.7558546
2.892857143	0.185185185	314.8556808
2.984693878	0.185185185	314.9578019
3.076530612	0.185185185	315.0631411
3.168367347	0.185185185	315.1705292
3.260204082	0.185185185	315.2799573
3.352040816	0.185185185	315.3914211
3.443877551	0.185185185	315.5049596
3.535714286	0.185185185	315.6205727
3.62755102	0.185185185	315.7382606
3.719387755	0.185185185	315.8574352
3.81122449	0.185185185	315.9785264
3.903061224	0.185185185	316.1018965
3.994897959	0.185185185	316.2265999
4.086734694	0.185185185	316.3531123
4.178571429	0.185185185	316.4814166
4.270408163	0.185185185	316.6111894
4.362244898	0.185185185	316.7424324
4.454081633	0.185185185	316.8751545
4.545918367	0.185185185	317.0093556
4.637755102	0.185185185	317.1447312
4.729591837	0.185185185	317.2810183
4.821428571	0.185185185	317.4183916
4.913265306	0.185185185	317.5568752
5.005102041	0.185185185	317.696308
5.096938776	0.185185185	317.8364719
5.18877551	0.185185185	317.9773228
5.280612245	0.185185185	318.1187854
5.37244898	0.185185185	318.26068
5.464285714	0.185185185	318.4028181
5.556122449	0.185185185	318.5451676
5.647959184	0.185185185	318.6875397
5.739795918	0.185185185	318.8298461
5.831632653	0.185185185	318.9719072
5.923469388	0.185185185	319.1135442
6.015306122	0.185185185	319.2545567
6.107142857	0.185185185	319.3947316
6.198979592	0.185185185	319.5339731
6.290816327	0.185185185	319.6720806
6.382653061	0.185185185	319.8086759
6.474489796	0.185185185	319.9437412
6.566326531	0.185185185	320.076972
6.658163265	0.185185185	320.2080817
6.75	0.185185185	320.3371307
6.841836735	0.185185185	320.4638006
6.933673469	0.185185185	320.5876285
7.025510204	0.185185185	320.7082476
7.117346939	0.185185185	320.8259513
7.209183673	0.185185185	320.9403078
7.301020408	0.185185185	321.0515256
7.392857143	0.185185185	321.1589334
7.484693878	0.185185185	321.2622045
7.576530612	0.185185185	321.3618859
7.668367347	0.185185185	321.4572044
7.760204082	0.185185185	321.5483822
7.852040816	0.185185185	321.6352588
7.943877551	0.185185185	321.7161442
8.035714286	0.185185185	321.7922459
8.12755102	0.185185185	321.8624593
8.219387755	0.185185185	321.9266004
8.31122449	0.185185185	321.9845176
8.403061224	0.185185185	322.0362109
8.494897959	0.185185185	322.0803403
8.586734694	0.185185185	322.1168256
8.678571429	0.185185185	322.1461699
8.770408163	0.185185185	322.1682125
8.862244898	0.185185185	322.1828765
8.954081633	0.185185185	322.189976
9.045918367	0.185185185	322.1896908
9.137755102	0.185185185	322.1823384
9.229591837	0.185185185	322.1676613
9.321428571	0.185185185	322.1456589
9.413265306	0.185185185	322.1163312
9.505102041	0.185185185	322.0797159
9.596938776	0.185185185	322.0365943
9.68877551	0.185185185	321.9855815
9.780612245	0.185185185	321.9269805
9.87244898	0.185185185	321.8625624
9.964285714	0.185185185	321.7925011
10.05612245	0.185185185	321.7161631
10.14795918	0.185185185	321.635952
10.23979592	0.185185185	321.5504849
10.33163265	0.185185185	321.4592277
10.42346939	0.185185185	321.3637191
10.51530612	0.185185185	321.2641488
10.60714286	0.185185185	321.16025
10.69897959	0.185185185	321.0524564
10.79081633	0.185185185	320.9416871
10.88265306	0.185185185	320.827942
10.9744898	0.185185185	320.7108259
11.06632653	0.185185185	320.5907245
11.15816327	0.185185185	320.4676797
11.25	0.185185185	320.3416915
11.34183673	0.185185185	320.2127599
11.43367347	0.185185185	320.0808849
11.5255102	0.185185185	319.9463574
11.61734694	0.185185185	319.8113954
11.70918367	0.185185185	319.675409
11.80102041	0.185185185	319.5383984
11.89285714	0.185185185	319.3996658
11.98469388	0.185185185	319.2594933
12.07653061	0.185185185	319.1182948
12.16836735	0.185185185	318.9760703
12.26020408	0.185185185	318.8324215
12.35204082	0.185185185	318.6889944
12.44387755	0.185185185	318.5461017
12.53571429	0.185185185	318.4037434
12.62755102	0.185185185	318.2619195
12.71938776	0.185185185	318.12063
12.81122449	0.185185185	317.9798748
12.90306122	0.185185185	317.8396541
12.99489796	0.185185185	317.7003223
13.08673469	0.185185185	317.5616672
13.17857143	0.185185185	317.4232434
13.27040816	0.185185185	317.2856492
13.3622449	0.185185185	317.149546
13.45408163	0.185185185	317.0149263
13.54591837	0.185185185	316.8816401
13.6377551	0.185185185	316.7493497
13.72959184	0.185185185	316.6182171
13.82142857	0.185185185	316.4882423
13.91326531	0.185185185	316.3594747
14.00510204	0.185185185	316.2324672
14.09693878	0.185185185	316.1073723
14.18877551	0.185185185	315.9841899
14.28061224	0.185185185	315.86292
14.37244898	0.185185185	315.7435627
14.46428571	0.185185185	315.6261362
14.55612245	0.185185185	315.5105953
14.64795918	0.185185185	315.3970153
14.73979592	0.185185185	315.2860338
14.83163265	0.185185185	315.1770074
14.92346939	0.185185185	315.0697132
15.01530612	0.185185185	314.9642793
15.10714286	0.185185185	314.861415
15.19897959	0.185185185	314.7611202
15.29081633	0.185185185	314.6633951
15.38265306	0.185185185	314.5682395
15.4744898	0.185185185	314.4756535
15.56632653	0.185185185	314.3856371
15.65816327	0.185185185	314.2982669
15.75	0.185185185	314.213719
15.84183673	0.185185185	314.131643
15.93367347	0.185185185	314.0523076
16.0255102	0.185185185	313.9763126
16.11734694	0.185185185	313.9041274
16.20918367	0.185185185	313.8336584
16.30102041	0.185185185	313.7667483
16.39285714	0.185185185	313.7031991
16.48469388	0.185185185	313.6430108
16.57653061	0.185185185	313.5861834
16.66836735	0.185185185	313.5327169
16.76020408	0.185185185	313.4826113
16.85204082	0.185185185	313.4358665
16.94387755	0.185185185	313.3926746
17.03571429	0.185185185	313.3531637
17.12755102	0.185185185	313.3171845
17.21938776	0.185185185	313.2845014
17.31122449	0.185185185	313.2551812
17.40306122	0.185185185	313.2295004
17.49489796	0.185185185	313.2074591
17.58673469	0.185185185	313.1889816
17.67857143	0.185185185	313.1741789
17.77040816	0.185185185	313.1630965
17.8622449	0.185185185	313.1558055
17.95408163	0.185185185	313.1522984
0.045918367	0.259259259	313.1376537
0.137755102	0.259259259	313.141371
0.229591837	0.259259259	313.1487533
0.321428571	0.259259259	313.1598704
0.413265306	0.259259259	313.1748271
0.505102041	0.259259259	313.1935022
0.596938776	0.259259259	313.2158959
0.68877551	0.259259259	313.2415009
0.780612245	0.259259259	313.2706813
0.87244898	0.259259259	313.3034873
0.964285714	0.259259259	313.3399189
1.056122449	0.259259259	313.379419
1.147959184	0.259259259	313.4226783
1.239795918	0.259259259	313.4695207
1.331632653	0.259259259	313.519779
1.423469388	0.259259259	313.573453
1.515306122	0.259259259	313.6305617
1.607142857	0.259259259	313.6911502
1.698979592	0.259259259	313.7549568
1.790816327	0.259259259	313.8215189
1.882653061	0.259259259	313.8912681
1.974489796	0.259259259	313.964665
2.066326531	0.259259259	314.0410169
2.158163265	0.259259259	314.1202498
2.25	0.259259259	314.2022335
2.341836735	0.259259259	314.2869682
2.433673469	0.259259259	314.3744538
2.525510204	0.259259259	314.4646903
2.617346939	0.259259259	314.5576778
2.709183673	0.259259259	314.6530041
2.801020408	0.259259259	314.7506397
2.892857143	0.259259259	314.8508502
2.984693878	0.259259259	314.9532766
3.076530612	0.259259259	315.0581194
3.168367347	0.259259259	315.1655504
3.260204082	0.259259259	315.275056
3.352040816	0.259259259	315.3866362
3.443877551	0.259259259	315.5002912
3.535714286	0.259259259	315.6160208
3.62755102	0.259259259	315.7338251
3.719387755	0.259259259	315.8530417
3.81122449	0.259259259	315.9744216
3.903061224	0.259259259	316.0978355
3.994897959	0.259259259	316.2228308
4.086734694	0.259259259	316.3493855
4.178571429	0.259259259	316.4776634
4.270408163	0.259259259	316.607587
4.362244898	0.259259259	316.7389896
4.454081633	0.259259259	316.8718711
4.545918367	0.259259259	317.0062314
4.637755102	0.259259259	317.1416182
4.729591837	0.259259259	317.2781444
4.821428571	0.259259259	317.4157491
4.913265306	0.259259259	317.5543564
5.005102041	0.259259259	317.6939462
5.096938776	0.259259259	317.8343195
5.18877551	0.259259259	317.9753997
5.280612245	0.259259259	318.1170027
5.37244898	0.259259259	318.259137
5.464285714	0.259259259	318.4014651
5.556122449	0.259259259	318.5441102
5.647959184	0.259259259	318.686818
5.739795918	0.259259259	318.8293889
5.831632653	0.259259259	318.971735
5.923469388	0.259259259	319.1136617
6.015306122	0.259259259	319.254991
6.107142857	0.259259259	319.3955275
6.198979592	0.259259259	319.5350893
6.290816327	0.259259259	319.673599
6.382653061	0.259259259	319.8105904
6.474489796	0.259259259	319.9460352
6.566326531	0.259259259	320.0796518
6.658163265	0.259259259	320.2112127
6.75	0.259259259	320.3406325
6.841836735	0.259259259	320.4675324
6.933673469	0.259259259	320.591777
7.025510204	0.259259259	320.713047
7.117346939	0.259259259	320.8311707
7.209183673	0.259259259	320.9461339
7.301020408	0.259259259	321.0576961
7.392857143	0.259259259	321.1656031
7.484693878	0.259259259	321.2695777
7.576530612	0.259259259	321.3694513
7.668367347	0.259259259	321.4650606
7.760204082	0.259259259	321.5565435
7.852040816	0.259259259	321.6433947
7.943877551	0.259259259	321.7247677
8.035714286	0.259259259	321.8013574
8.12755102	0.259259259	321.8720804
8.219387755	0.259259259	321.9366861
8.31122449	0.259259259	321.9950098
8.403061224	0.259259259	322.0470248
8.494897959	0.259259259	322.0912823
8.586734694	0.259259259	322.1280579
8.678571429	0.259259259	322.1574075
8.770408163	0.259259259	322.179518
8.862244898	0.259259259	322.1942499
8.954081633	0.259259259	322.2013584
9.045918367	0.259259259	322.2010848
9.137755102	0.259259259	322.1936749
9.229591837	0.259259259	322.1789396
9.321428571	0.259259259	322.156879
9.413265306	0.259259259	322.1274931
9.505102041	0.259259259	322.0906123
9.596938776	0.259259259	322.0472008
9.68877551	0.259259259	321.9960733
9.780612245	0.259259259	321.9372112
9.87244898	0.259259259	321.8723584
9.964285714	0.259259259	321.8015034
10.05612245	0.259259259	321.7251763
10.14795918	0.259259259	321.6444684
10.23979592	0.259259259	321.5582588
10.33163265	0.259259259	321.4667637
10.42346939	0.259259259	321.3708414
10.51530612	0.259259259	321.2711319
10.60714286	0.259259259	321.1668441
10.69897959	0.259259259	321.0583731
10.79081633	0.259259259	320.9469262
10.88265306	0.259259259	320.8325036
10.9744898	0.259259259	320.7152014
11.06632653	0.259259259	320.5947461
11.15816327	0.259259259	320.4712986
11.25	0.259259259	320.3448776
11.34183673	0.259259259	320.2154829
11.43367347	0.259259259	320.0831147
11.5255102	0.259259259	319.9486799
11.61734694	0.259259259	319.8132505
11.70918367	0.259259259	319.6767172
11.80102041	0.259259259	319.5391597
11.89285714	0.259259259	319.4005778
11.98469388	0.259259259	319.260196
12.07653061	0.259259259	319.1187466
12.16836735	0.259259259	318.97582
12.26020408	0.259259259	318.8317467
12.35204082	0.259259259	318.6882077
12.44387755	0.259259259	318.5452032
12.53571429	0.259259259	318.402733
12.62755102	0.259259259	318.2607973
12.71938776	0.259259259	318.1193959
12.81122449	0.259259259	317.9785289
12.90306122	0.259259259	317.8385582
12.99489796	0.259259259	317.6990223
13.08673469	0.259259259	317.5597178
13.17857143	0.259259259	317.4206528
13.27040816	0.259259259	317.282716
13.3622449	0.259259259	317.1462627
13.45408163	0.259259259	317.0112929
13.54591837	0.259259259	316.8778067
13.6377551	0.259259259	316.7457472
13.72959184	0.259259259	316.6145503
13.82142857	0.259259259	316.4845113
13.91326531	0.259259259	316.35563
14.00510204	0.259259259	316.2283906
14.09693878	0.259259259	316.1031558
14.18877551	0.259259259	315.9798335
14.28061224	0.259259259	315.8584238
14.37244898	0.259259259	315.7389344
14.46428571	0.259259259	315.6213858
14.55612245	0.259259259	315.5057618
14.64795918	0.259259259	315.392576
14.73979592	0.259259259	315.2813454
14.83163265	0.259259259	315.1720699
14.92346939	0.259259259	315.0646552
15.01530612	0.259259259	314.959069
15.10714286	0.259259259	314.8560523
15.19897959	0.259259259	314.7556052
15.29081633	0.259259259	314.6577277
15.38265306	0.259259259	314.5624197
15.4744898	0.259259259	314.4696814
15.56632653	0.259259259	314.3795269
15.65816327	0.259259259	314.2921446
15.75	0.259259259	314.2072331
15.84183673	0.259259259	314.1248065
15.93367347	0.259259259	314.0452836
16.0255102	0.259259259	313.9695431
16.11734694	0.259259259	313.8967836
16.20918367	0.259259259	313.8266419
16.30102041	0.259259259	313.7595781
16.39285714	0.259259259	313.6958752
16.48469388	0.259259259	313.6355332
16.57653061	0.259259259	313.5785521
16.66836735	0.259259259	313.5249319
16.76020408	0.259259259	313.4746727
16.85204082	0.259259259	313.4277743
16.94387755	0.259259259	313.3848525
17.03571429	0.259259259	313.3455186
17.12755102	0.259259259	313.309355
17.21938776	0.259259259	313.2765792
17.31122449	0.259259259	313.2471771
17.40306122	0.259259259	313.2214144
17.49489796	0.259259259	313.1992612
17.58673469	0.259259259	313.1807374
17.67857143	0.259259259	313.1659339
17.77040816	0.259259259	313.1548506
