   2.5122854e+02	   2.6087658e+02	   2.7035958e+02	   2.7981414e+02	   2.8939328e+02	   2.9903384e+02	   3.0811086e+02	   3.1729686e+02	
   1.1209697e-01	   1.3546885e-01	   1.2745488e-01	   8.3184537e-02	   3.1117243e-02	   3.1234101e-02	   3.4345879e-02	   7.5241485e-02	
   1.1188539e-01	   1.3509621e-01	   1.2722058e-01	   8.3108778e-02	   3.1115212e-02	   3.1160304e-02	   3.4252366e-02	   7.5208546e-02	
   1.1221407e-01	   1.3515529e-01	   1.2732474e-01	   8.3328224e-02	   3.1099380e-02	   3.1214166e-02	   3.4400654e-02	   7.5201635e-02	
   1.1183373e-01	   1.3458371e-01	   1.2696618e-01	   8.2816661e-02	   3.0964342e-02	   3.1128945e-02	   3.4264569e-02	   7.4965138e-02	
   1.1229476e-01	   1.3540086e-01	   1.2740991e-01	   8.3178169e-02	   3.1160675e-02	   3.1283096e-02	   3.4418693e-02	   7.5223007e-02	
   1.1173335e-01	   1.3499021e-01	   1.2695054e-01	   8.3112956e-02	   3.1060749e-02	   3.1162805e-02	   3.4354085e-02	   7.4987954e-02	
   1.1214173e-01	   1.3507602e-01	   1.2727755e-01	   8.3512429e-02	   3.1148567e-02	   3.1308102e-02	   3.4416473e-02	   7.5218665e-02	
   1.1182585e-01	   1.3490201e-01	   1.2702119e-01	   8.3092795e-02	   3.1086118e-02	   3.1180646e-02	   3.4361034e-02	   7.5009160e-02	
   1.1216019e-01	   1.3524556e-01	   1.2739399e-01	   8.3425055e-02	   3.1162367e-02	   3.1280935e-02	   3.4376999e-02	   7.5293860e-02	
   1.1168489e-01	   1.3477819e-01	   1.2701812e-01	   8.2929841e-02	   3.1000874e-02	   3.1162332e-02	   3.4282013e-02	   7.5092866e-02	
   1.1229796e-01	   1.3510511e-01	   1.2720326e-01	   8.3231217e-02	   3.1149443e-02	   3.1191524e-02	   3.4404352e-02	   7.5203726e-02	
   1.1193484e-01	   1.3464546e-01	   1.2690138e-01	   8.2993427e-02	   3.1038964e-02	   3.1135435e-02	   3.4197889e-02	   7.4985863e-02	
   1.1233313e-01	   1.3567967e-01	   1.2762829e-01	   8.3555487e-02	   3.1188077e-02	   3.1316413e-02	   3.4428819e-02	   7.5460144e-02	
   1.1180396e-01	   1.3489963e-01	   1.2681230e-01	   8.2989245e-02	   3.1034025e-02	   3.1122663e-02	   3.4246899e-02	   7.4971883e-02	
   1.1228270e-01	   1.3528030e-01	   1.2745152e-01	   8.3389084e-02	   3.1182732e-02	   3.1261604e-02	   3.4383726e-02	   7.5331936e-02	
   1.1201430e-01	   1.3496436e-01	   1.2682236e-01	   8.3049921e-02	   3.1078880e-02	   3.1128135e-02	   3.4312244e-02	   7.5060571e-02	
   1.1229623e-01	   1.3535543e-01	   1.2740823e-01	   8.3447216e-02	   3.1168050e-02	   3.1284855e-02	   3.4392152e-02	   7.5348324e-02	
   1.1167677e-01	   1.3480016e-01	   1.2673440e-01	   8.3038835e-02	   3.1019751e-02	   3.1134419e-02	   3.4247269e-02	   7.5060251e-02	
   1.1213214e-01	   1.3551518e-01	   1.2760650e-01	   8.3490088e-02	   3.1157837e-02	   3.1307696e-02	   3.4474208e-02	   7.5407289e-02	
   1.1154294e-01	   1.3492398e-01	   1.2661571e-01	   8.2902414e-02	   3.1008656e-02	   3.1105564e-02	   3.4287554e-02	   7.5089492e-02	
   1.1207163e-01	   1.3516450e-01	   1.2709435e-01	   8.3257194e-02	   3.1154047e-02	   3.1227614e-02	   3.4376482e-02	   7.5142993e-02	
   1.1205145e-01	   1.3496912e-01	   1.2704827e-01	   8.2993787e-02	   3.1085918e-02	   3.1140841e-02	   3.4328360e-02	   7.5049328e-02	
   1.1204505e-01	   1.3530108e-01	   1.2735490e-01	   8.3394173e-02	   3.1146942e-02	   3.1212477e-02	   3.4413370e-02	   7.5229597e-02	
   1.1189449e-01	   1.3523873e-01	   1.2687737e-01	   8.3138026e-02	   3.1070693e-02	   3.1238765e-02	   3.4327029e-02	   7.4981046e-02	
   1.1201701e-01	   1.3509799e-01	   1.2731524e-01	   8.3146562e-02	   3.1157496e-02	   3.1220991e-02	   3.4340410e-02	   7.5092546e-02	
   1.1183766e-01	   1.3489162e-01	   1.2715970e-01	   8.3013406e-02	   3.1049855e-02	   3.1112729e-02	   3.4290954e-02	   7.5083707e-02	
   1.1206006e-01	   1.3543293e-01	   1.2747749e-01	   8.3278086e-02	   3.1182731e-02	   3.1250861e-02	   3.4406640e-02	   7.5253851e-02	
   1.1170851e-01	   1.3486935e-01	   1.2696115e-01	   8.3125490e-02	   3.1082669e-02	   3.1182132e-02	   3.4292876e-02	   7.4961280e-02	
   1.1221505e-01	   1.3540028e-01	   1.2737696e-01	   8.3378366e-02	   3.1161218e-02	   3.1303167e-02	   3.4339226e-02	   7.5416929e-02	
   1.1172327e-01	   1.3482956e-01	   1.2679555e-01	   8.2896960e-02	   3.1022186e-02	   3.1097182e-02	   3.4258060e-02	   7.4914527e-02	
