   1.2442203e+03	   1.2457848e+03	   1.2462874e+03	   1.2503724e+03	   1.2559156e+03	   1.2620375e+03	   1.2687276e+03	   1.2787845e+03	
   1.2418719e+03	   1.2423579e+03	   1.2439963e+03	   1.2492336e+03	   1.2558336e+03	   1.2590557e+03	   1.2652732e+03	   1.2782247e+03	
   1.2455200e+03	   1.2429013e+03	   1.2450148e+03	   1.2525322e+03	   1.2551946e+03	   1.2612320e+03	   1.2707509e+03	   1.2781072e+03	
   1.2412984e+03	   1.2376449e+03	   1.2415087e+03	   1.2448427e+03	   1.2497443e+03	   1.2577886e+03	   1.2657240e+03	   1.2740878e+03	
   1.2464157e+03	   1.2451595e+03	   1.2458477e+03	   1.2502767e+03	   1.2576685e+03	   1.2640172e+03	   1.2714173e+03	   1.2784705e+03	
   1.2401843e+03	   1.2413831e+03	   1.2413558e+03	   1.2492964e+03	   1.2536354e+03	   1.2591568e+03	   1.2690307e+03	   1.2744756e+03	
   1.2447171e+03	   1.2421723e+03	   1.2445534e+03	   1.2553010e+03	   1.2571798e+03	   1.2650276e+03	   1.2713353e+03	   1.2783967e+03	
   1.2412111e+03	   1.2405720e+03	   1.2420466e+03	   1.2489934e+03	   1.2546593e+03	   1.2598776e+03	   1.2692874e+03	   1.2748360e+03	
   1.2449220e+03	   1.2437314e+03	   1.2456920e+03	   1.2539877e+03	   1.2577368e+03	   1.2639299e+03	   1.2698771e+03	   1.2796747e+03	
   1.2396464e+03	   1.2394334e+03	   1.2420166e+03	   1.2465440e+03	   1.2512188e+03	   1.2591376e+03	   1.2663684e+03	   1.2762586e+03	
   1.2464512e+03	   1.2424398e+03	   1.2438270e+03	   1.2510741e+03	   1.2572152e+03	   1.2603172e+03	   1.2708875e+03	   1.2781428e+03	
   1.2424207e+03	   1.2382128e+03	   1.2408752e+03	   1.2474998e+03	   1.2527562e+03	   1.2580509e+03	   1.2632608e+03	   1.2744400e+03	
   1.2468416e+03	   1.2477235e+03	   1.2479830e+03	   1.2559483e+03	   1.2587745e+03	   1.2653634e+03	   1.2717913e+03	   1.2825008e+03	
   1.2409680e+03	   1.2405502e+03	   1.2400041e+03	   1.2474369e+03	   1.2525568e+03	   1.2575348e+03	   1.2650713e+03	   1.2742024e+03	
   1.2462818e+03	   1.2440508e+03	   1.2462545e+03	   1.2534470e+03	   1.2585587e+03	   1.2631488e+03	   1.2701256e+03	   1.2803218e+03	
