   1.3116127e+00	   7.6361388e-01	   4.9425961e-03	   3.6599388e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   7.0773045e-03	   7.0773045e-03	
   1.3771934e+00	   7.6361388e-01	   4.9425961e-03	   3.6599388e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   9.9045531e-02	   9.9045531e-02	
   1.3116127e+00	   8.0179457e-01	   4.9425961e-03	   3.6599388e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   9.9045531e-02	   9.9045531e-02	
   1.3116127e+00	   7.6361388e-01	   5.1897259e-03	   3.6599388e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   7.0773728e-03	   7.0773728e-03	
   1.3116127e+00	   7.6361388e-01	   4.9425961e-03	   3.8429358e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   7.0773325e-03	   7.0773325e-03	
   1.2460321e+00	   7.8270422e-01	   5.0661610e-03	   3.7514373e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   3.2439846e-02	   3.2439846e-02	
   1.2788224e+00	   7.3497836e-01	   5.1279435e-03	   3.7971865e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.4654848e-01	   1.4654848e-01	
   1.3034152e+00	   7.8509052e-01	   4.9889329e-03	   3.6942508e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.4394522e-02	   2.4394522e-02	
   1.3730946e+00	   7.5526185e-01	   4.9657645e-03	   3.6770948e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   5.3238865e-02	   5.3238865e-02	
   1.2777977e+00	   7.7584363e-01	   5.0410619e-03	   3.7328517e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.0892862e-02	   1.0892862e-02	
   1.3029028e+00	   7.4825211e-01	   5.0690571e-03	   3.7535818e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   3.3168484e-02	   3.3168484e-02	
   1.3032871e+00	   7.7588092e-01	   5.0089640e-03	   3.7090835e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.0475366e-02	   1.0475366e-02	
   1.3412649e+00	   7.5751764e-01	   5.0008792e-03	   3.7030968e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.4748112e-02	   1.4748112e-02	
   1.2936645e+00	   7.7126213e-01	   5.0310162e-03	   3.7254130e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   7.6114451e-03	   7.6114451e-03	
   1.3109643e+00	   7.5517097e-01	   5.0440032e-03	   3.7350297e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.1986000e-02	   1.1986000e-02	
   1.3052064e+00	   7.7070343e-01	   5.0177238e-03	   3.7155701e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   7.7734626e-03	   7.7734626e-03	
   1.3090450e+00	   7.6034845e-01	   5.0352434e-03	   3.7285431e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   8.5056093e-03	   8.5056093e-03	
   1.3061660e+00	   7.6811469e-01	   5.0221037e-03	   3.7188133e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   7.1851708e-03	   7.1851708e-03	
   1.3268376e+00	   7.5821602e-01	   5.0174947e-03	   3.7154004e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   7.8066080e-03	   7.8066080e-03	
   1.3019578e+00	   7.6800061e-01	   5.0276358e-03	   3.7229098e-03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   7.1791371e-03	   7.1791371e-03	
