324.018440372625	2110.4123	2024.3967	2156.4489	2208.5429	2175.8327	2207.3314	2146.757	2202.4854	2126.1617	2093.4515	2065.5873	2141.911	2077.7022	2036.5116	2061.9528	2107.9894	2025.6082	2076.4907	2087.3941	2124.9502	2135.8536	2105.5664	2091.0285	2035.3001	2036.5116	2089.817	2001.3784	1988.052	2081.3366	2075.2792	2068.0103	2060.7413	2009.8588	1914.1513	1934.7466	1841.462	1837.8275	1865.6917	1859.6343	1854.7883	1722.7361	1759.0808	1715.4672	1697.2949	1646.4124	1601.5873	1627.0286	1543.4359	1539.8014	1578.569	1548.2818	1530.1095	1543.4359	1659.7388	1657.3158	1691.2374	1793.0024	1789.368	1805.1173	1653.6813	1756.6578	1760.2923	1920.2087	1998.9554
326.082018149014	2139.4881	1992.898	2139.4881	2103.1434	2127.3732	2097.086	2083.7596	2046.2035	2161.2948	2018.3392	2032.8771	2076.4907	2000.1669	2074.0677	2065.5873	2121.3157	2055.8954	2078.9136	2093.4515	2011.0703	2146.757	2091.0285	2066.7988	2078.9136	2091.0285	2031.6656	2021.9737	2070.4332	2038.9345	2017.1278	1927.4776	2001.3784	1994.1095	1866.9032	1883.8641	1837.8275	1885.0755	1828.1356	1832.9816	1813.5977	1717.8902	1739.697	1679.1226	1640.3549	1611.2792	1547.0704	1571.3001	1572.5116	1545.8589	1490.1304	1459.8432	1480.4385	1530.1095	1549.4933	1625.8171	1673.0651	1742.1199	1814.8092	1698.5064	1668.2192	1711.8327	1759.0808	1904.4594	1933.5351
328.143700174889	2100.2269	2029.896	2100.2269	2151.1562	2199.6602	2153.5814	2135.3923	2142.668	2156.0066	2080.8252	2071.1244	2125.6915	2099.0143	2080.8252	2137.8175	2132.9671	2162.0696	2069.9118	2131.7545	2033.5338	2175.4082	2100.2269	2101.4395	2027.4707	2015.3447	2105.0773	2091.7387	2023.8329	2091.7387	2044.4472	2031.1086	1955.9272	1978.9667	1875.8955	1883.1711	1926.8248	1863.7695	1829.8166	1835.8796	1797.0763	1714.6194	1732.8084	1692.7926	1663.6901	1605.4852	1623.6742	1538.7921	1559.4063	1565.4693	1498.7762	1532.7291	1523.0283	1531.5165	1575.1702	1679.4539	1735.2336	1778.8873	1846.793	1805.5646	1680.6665	1710.9816	1841.9426	1877.1081	1971.6911
330.203490868345	2105.7965	2119.1474	2165.2685	2162.8411	2162.8411	2137.3531	2213.8172	2157.9863	2154.3451	2102.1553	2105.7965	2077.881	2045.1107	2091.2319	2119.1474	2148.2765	2097.3005	2128.8571	2070.5987	2100.9416	2195.6114	2115.5062	2107.0102	2094.873	2057.2479	2173.7646	2096.0868	2035.401	2047.5381	2032.9736	2042.6833	1985.6386	2020.8364	1890.9688	1956.5095	1903.106	1901.8923	1818.1459	1835.1379	1806.0087	1747.7504	1740.4681	1718.6212	1694.3469	1653.0806	1671.2863	1586.3262	1523.213	1534.1365	1547.4873	1554.7696	1512.2896	1560.8382	1554.7696	1667.6452	1695.5606	1793.8716	1877.618	1848.4888	1701.6292	1711.3389	1796.299	1929.8077	2022.0501
332.261394619096	2083.4308	2026.3338	2207.3433	2106.5125	2150.2463	2219.4916	2170.8984	2174.5429	2130.8091	2113.8015	2096.7939	2098.0087	2071.2825	2022.6894	2057.9194	2089.5049	2127.1646	2118.6608	2028.7635	2118.6608	2112.5867	2136.8832	2060.349	2129.5943	2039.6969	2084.6456	2040.9118	2087.0753	2031.1931	2061.5639	1986.2445	2039.6969	2010.5411	1942.5107	1923.0734	1884.1989	1920.6438	1868.4061	1840.4651	1768.7902	1763.9309	1759.0716	1725.0564	1692.256	1587.7808	1565.9139	1578.0621	1522.18	1557.4101	1587.7808	1536.758	1520.9652	1527.0393	1655.8112	1657.026	1732.3454	1777.294	1774.8643	1819.813	1763.9309	1704.4043	1898.7768	1896.3472	2031.1931
334.317415788646	2078.0428	2130.3283	2157.079	2211.7963	2198.4209	2226.3876	2188.6934	2177.75	2209.3644	2129.1123	2087.7703	2155.863	2042.7805	2086.5544	2132.7601	2126.6804	2104.7935	2148.5674	2113.3051	2118.1689	2202.0688	2119.3848	2086.5544	2133.9761	2106.0094	2118.1689	2059.8037	2143.7036	2061.0196	2097.4979	2053.724	2053.724	2045.2124	1967.3922	1919.9705	1868.901	1978.3357	1933.3459	1915.1067	1865.2532	1788.6489	1759.4663	1724.204	1712.0446	1673.1345	1635.4404	1634.2244	1567.3477	1583.1549	1549.1086	1608.6897	1579.5071	1528.4376	1653.6795	1688.9418	1780.1373	1783.7851	1817.8315	1832.4228	1849.4459	1787.433	1840.9344	2012.382	2101.1457
336.371558710405	2109.1522	2048.2995	2171.2219	2195.5629	2177.3071	2178.5242	2114.0204	2205.2993	2212.6016	2122.5397	2100.6328	2176.0901	2116.4545	2095.7646	2079.9429	2180.9583	2131.0591	2144.4467	2183.3924	2145.6637	2117.6715	2123.7568	2055.6019	2167.5707	2106.7181	2176.0901	2103.0669	2028.8267	2050.7336	2066.5553	2016.6562	2076.2917	2031.2608	1985.0128	2002.0515	1947.2842	1941.1989	1939.9819	1915.6408	1841.4006	1815.8425	1765.9433	1724.5635	1740.3852	1730.6488	1641.804	1602.8583	1584.6025	1594.3389	1563.9126	1549.308	1608.9435	1619.897	1639.3699	1697.7884	1795.1526	1787.8503	1929.0284	1892.5168	1720.9124	1795.1526	1843.8347	2000.8345	2055.6019
338.42382768986	2113.5144	2133.005	2197.5677	2220.7128	2209.7493	2209.7493	2210.9675	2246.2942	2282.8392	2156.1501	2070.8786	2176.8589	2153.7138	2094.0238	2157.3683	2176.8589	2130.5687	2165.8954	2151.2775	2157.3683	2142.7503	2189.0405	2145.1866	2169.5499	2115.9507	2128.1323	2167.1136	2095.2419	2128.1323	2074.5331	2059.9152	2104.9872	2063.5697	1940.5351	1963.6802	1927.1353	1939.3169	1882.0632	1910.081	1841.8638	1813.8461	1834.5548	1718.8293	1739.5381	1672.539	1665.2301	1573.8678	1649.3939	1565.3406	1589.7039	1560.468	1565.3406	1543.4137	1657.9211	1715.1748	1768.774	1816.2824	1813.8461	1854.0455	1776.083	1771.2103	1933.2261	1983.1708	2134.2232
340.474227004735	2172.7475	2139.8271	2221.5185	2230.0534	2269.0702	2236.1498	2237.3691	2194.6945	2256.8775	2173.9668	2172.7475	2167.8704	2171.5282	2155.6777	2208.1065	2169.0897	2165.4319	2188.5981	2161.774	2182.5017	2164.2126	2154.4584	2175.1861	2176.4053	2188.5981	2150.8006	2137.3885	2111.7838	2161.774	2127.6343	2117.8801	2137.3885	2038.6273	1961.813	1995.9527	1959.3744	1997.172	1943.5239	1953.2781	1845.9819	1767.9483	1870.3674	1783.7989	1758.1941	1726.493	1637.4859	1632.6088	1638.7052	1574.0836	1621.6353	1570.4258	1602.1269	1637.4859	1697.2304	1728.9315	1758.1941	1843.5433	1915.4805	1898.4107	1799.6495	1847.2012	1889.8758	2032.5309	2111.7838
342.522760905118	2162.5222	2064.8914	2164.963	2172.2853	2250.3899	2206.456	2155.1999	2212.558	2302.8665	2168.6241	2139.3349	2118.5883	2136.8941	2180.828	2194.2522	2142.996	2182.0483	2166.1833	2142.996	2163.7426	2179.6076	2175.9464	2186.9299	2167.4037	2149.0979	2206.456	2123.4699	2174.726	2111.266	2113.7068	2101.5029	2134.4533	2070.9933	2027.0594	1985.5664	1957.4975	1906.2413	1958.7179	1941.6325	1902.5802	1847.6629	1789.0844	1796.4067	1765.8971	1691.4536	1659.7236	1638.977	1620.6713	1621.8916	1592.6024	1552.3297	1606.0266	1620.6713	1669.4867	1732.9467	1715.8613	1845.2221	1936.751	1889.1559	1768.3378	1792.7455	1933.0898	2055.1283	2044.1448
