   2.9376968e+02	   3.1150047e+02	   3.2037922e+02	   3.2853739e+02	
   2.6443680e-02	   3.2007214e-02	   3.5003503e-02	   4.3802960e-02	
   2.6518746e-02	   3.2144654e-02	   3.5097766e-02	   4.3913389e-02	
   2.6452625e-02	   3.2062119e-02	   3.5016474e-02	   4.3797873e-02	
   2.6484367e-02	   3.2179958e-02	   3.5049522e-02	   4.3922132e-02	
   2.6410169e-02	   3.2066532e-02	   3.4925765e-02	   4.3774928e-02	
   2.6533633e-02	   3.2160477e-02	   3.5141729e-02	   4.3897545e-02	
   2.6457899e-02	   3.2103943e-02	   3.5061808e-02	   4.3844344e-02	
   2.6536837e-02	   3.2167991e-02	   3.5097210e-02	   4.3918794e-02	
   2.6476924e-02	   3.2149703e-02	   3.5012793e-02	   4.3828447e-02	
   2.6475255e-02	   3.2161988e-02	   3.5121781e-02	   4.3910421e-02	
   2.6444715e-02	   3.2040690e-02	   3.4972126e-02	   4.3779432e-02	
   2.6500422e-02	   3.2094242e-02	   3.5051748e-02	   4.3863155e-02	
   2.6442078e-02	   3.2037748e-02	   3.4921869e-02	   4.3739055e-02	
   2.6557531e-02	   3.2239275e-02	   3.5118613e-02	   4.3980738e-02	
   2.6454594e-02	   3.2039139e-02	   3.4985738e-02	   4.3733968e-02	
   2.6543512e-02	   3.2192879e-02	   3.5077518e-02	   4.3956840e-02	
   2.6456864e-02	   3.2068400e-02	   3.4984326e-02	   4.3786586e-02	
   2.6551189e-02	   3.2233511e-02	   3.5126961e-02	   4.3946719e-02	
   2.6432031e-02	   3.2025582e-02	   3.4947768e-02	   4.3698253e-02	
   2.6575087e-02	   3.2234067e-02	   3.5190701e-02	   4.4017089e-02	
   2.6434267e-02	   3.2049993e-02	   3.4962451e-02	   4.3744936e-02	
   2.6501890e-02	   3.2135947e-02	   3.5073537e-02	   4.3918847e-02	
   2.6453326e-02	   3.2057666e-02	   3.5002262e-02	   4.3800098e-02	
   2.6500756e-02	   3.2168111e-02	   3.5053460e-02	   4.3927272e-02	
   2.6472285e-02	   3.2133562e-02	   3.5055001e-02	   4.3836237e-02	
   2.6496250e-02	   3.2132170e-02	   3.5032870e-02	   4.3898234e-02	
   2.6402225e-02	   3.2040968e-02	   3.4978804e-02	   4.3782029e-02	
   2.6524153e-02	   3.2133959e-02	   3.5055087e-02	   4.3878893e-02	
   2.6461003e-02	   3.2098894e-02	   3.4983512e-02	   4.3744512e-02	
   2.6557164e-02	   3.2182781e-02	   3.5073494e-02	   4.4003047e-02	
   2.6483499e-02	   3.2033255e-02	   3.4973110e-02	   4.3788599e-02	
   2.6597183e-02	   3.2211605e-02	   3.5150120e-02	   4.3955091e-02	
   2.6477825e-02	   3.2008447e-02	   3.4989249e-02	   4.3806510e-02	
   2.6552591e-02	   3.2222458e-02	   3.5148664e-02	   4.3895267e-02	
   2.6412172e-02	   3.2053014e-02	   3.4937537e-02	   4.3726284e-02	
   2.6519547e-02	   3.2157058e-02	   3.5107269e-02	   4.3915614e-02	
   2.6416277e-02	   3.2097184e-02	   3.4973881e-02	   4.3837191e-02	
   2.6518546e-02	   3.2155229e-02	   3.5162876e-02	   4.3942586e-02	
   2.6441010e-02	   3.2043075e-02	   3.4967288e-02	   4.3747427e-02	
   2.6523119e-02	   3.2170893e-02	   3.5058854e-02	   4.3835548e-02	
   2.6450189e-02	   3.2044188e-02	   3.4992887e-02	   4.3732060e-02	
   2.6572350e-02	   3.2143581e-02	   3.5167414e-02	   4.3931617e-02	
   2.6485636e-02	   3.2015325e-02	   3.4985482e-02	   4.3815041e-02	
   2.6535969e-02	   3.2149465e-02	   3.5057655e-02	   4.3954191e-02	
   2.6478526e-02	   3.2072495e-02	   3.5005387e-02	   4.3811650e-02	
   2.6589106e-02	   3.2226474e-02	   3.5134324e-02	   4.3999814e-02	
   2.6434501e-02	   3.2060528e-02	   3.4931844e-02	   4.3765496e-02	
   2.6566776e-02	   3.2246511e-02	   3.5107569e-02	   4.4016347e-02	
   2.6474588e-02	   3.2043671e-02	   3.4953205e-02	   4.3743665e-02	
   2.6509033e-02	   3.2104221e-02	   3.5047339e-02	   4.3907772e-02	
   2.6444648e-02	   3.2026258e-02	   3.4930089e-02	   4.3786692e-02	
   2.6514874e-02	   3.2191647e-02	   3.5060523e-02	   4.3898499e-02	
   2.6508900e-02	   3.2106646e-02	   3.4988093e-02	   4.3924941e-02	
   2.6551723e-02	   3.2204767e-02	   3.5084239e-02	   4.3918158e-02	
   2.6420583e-02	   3.2029120e-02	   3.4968658e-02	   4.3744671e-02	
   2.6508432e-02	   3.2188625e-02	   3.5098237e-02	   4.3893041e-02	
   2.6465209e-02	   3.2059733e-02	   3.4984497e-02	   4.3856426e-02	
   2.6565107e-02	   3.2182463e-02	   3.5077176e-02	   4.3928438e-02	
   2.6455896e-02	   3.2029438e-02	   3.4973153e-02	   4.3738896e-02	
   2.6546783e-02	   3.2132210e-02	   3.5031457e-02	   4.3904487e-02	
   2.6509467e-02	   3.2118176e-02	   3.5016432e-02	   4.3885623e-02	
   2.6586736e-02	   3.2221544e-02	   3.5132825e-02	   4.4012585e-02	
   2.6457632e-02	   3.2096667e-02	   3.5005216e-02	   4.3812762e-02	
   2.6509233e-02	   3.2142467e-02	   3.5017288e-02	   4.3883715e-02	
   2.6512772e-02	   3.2089273e-02	   3.5000464e-02	   4.3745201e-02	
   2.6559667e-02	   3.2118335e-02	   3.5101447e-02	   4.3949898e-02	
   2.6481363e-02	   3.2055002e-02	   3.5029060e-02	   4.3793845e-02	
   2.6545415e-02	   3.2191488e-02	   3.5124992e-02	   4.3985242e-02	
   2.6504894e-02	   3.2134953e-02	   3.5016645e-02	   4.3839893e-02	
   2.6603692e-02	   3.2267066e-02	   3.5116815e-02	   4.4001510e-02	
   2.6538405e-02	   3.2140559e-02	   3.5056371e-02	   4.3906871e-02	
   2.6551289e-02	   3.2151890e-02	   3.5076491e-02	   4.3974803e-02	
   2.6549520e-02	   3.2098178e-02	   3.5013349e-02	   4.3829825e-02	
   2.6585568e-02	   3.2226792e-02	   3.5151661e-02	   4.3956575e-02	
   2.6477758e-02	   3.2038662e-02	   3.4992459e-02	   4.3800787e-02	
   2.6622450e-02	   3.2235498e-02	   3.5125933e-02	   4.3996741e-02	
   2.6530495e-02	   3.2105891e-02	   3.4996398e-02	   4.3874283e-02	
   2.6625588e-02	   3.2208066e-02	   3.5176874e-02	   4.4006491e-02	
   2.6490676e-02	   3.2071342e-02	   3.5003118e-02	   4.3807411e-02	
   2.6629259e-02	   3.2214984e-02	   3.5178073e-02	   4.4045809e-02	
   2.6508800e-02	   3.2113286e-02	   3.5017245e-02	   4.3863049e-02	
   2.6657363e-02	   3.2205243e-02	   3.5140873e-02	   4.3941844e-02	
   2.6564039e-02	   3.2115433e-02	   3.5054273e-02	   4.3829401e-02	
   2.6613138e-02	   3.2152685e-02	   3.5108682e-02	   4.3987574e-02	
   2.6555061e-02	   3.2142944e-02	   3.5065018e-02	   4.3834594e-02	
   2.6576322e-02	   3.2149584e-02	   3.5121696e-02	   4.3915826e-02	
   2.6586836e-02	   3.2120800e-02	   3.5036637e-02	   4.3859711e-02	
   2.6703090e-02	   3.2244245e-02	   3.5174221e-02	   4.3995840e-02	
   2.6600187e-02	   3.2146165e-02	   3.5080728e-02	   4.3867024e-02	
   2.6665908e-02	   3.2233988e-02	   3.5108810e-02	   4.3965795e-02	
   2.6596683e-02	   3.2151611e-02	   3.5015875e-02	   4.3782983e-02	
   2.6631662e-02	   3.2222657e-02	   3.5084667e-02	   4.3915244e-02	
