% surf1x	surf1y	T (K)
-4.821428571	0.111111111	317.4592
-4.729591837	0.111111111	317.3189856
-4.637755102	0.111111111	317.1782357
-4.545918367	0.111111111	317.0451527
-4.454081633	0.111111111	316.9183217
-4.362244898	0.111111111	316.7914908
-4.270408163	0.111111111	316.6646598
-4.178571429	0.111111111	316.5378288
-4.086734694	0.111111111	316.4109978
-3.994897959	0.111111111	316.2841669
-3.903061224	0.111111111	316.1573359
-3.81122449	0.111111111	316.0305049
-3.719387755	0.111111111	315.9036739
-3.62755102	0.111111111	315.776843
-3.535714286	0.111111111	315.6543569
-3.443877551	0.111111111	315.5375243
-3.352040816	0.111111111	315.4374231
-3.260204082	0.111111111	315.3373219
-3.168367347	0.111111111	315.2372207
-3.076530612	0.111111111	315.1371195
-2.984693878	0.111111111	315.0370183
-2.892857143	0.111111111	314.9369171
-2.801020408	0.111111111	314.8368159
-2.709183673	0.111111111	314.7367147
-2.617346939	0.111111111	314.6366135
-2.525510204	0.111111111	314.5365123
-2.433673469	0.111111111	314.4364111
-2.341836735	0.111111111	314.3350427
-2.25	0.111111111	314.2408142
-2.158163265	0.111111111	314.1685919
-2.066326531	0.111111111	314.1044605
-1.974489796	0.111111111	314.040329
-1.882653061	0.111111111	313.9761975
-1.790816327	0.111111111	313.9120661
-1.698979592	0.111111111	313.8479346
-1.607142857	0.111111111	313.7838031
-1.515306122	0.111111111	313.7196717
-1.423469388	0.111111111	313.6555402
-1.331632653	0.111111111	313.5914088
-1.239795918	0.111111111	313.5272773
-1.147959184	0.111111111	313.4738264
-1.056122449	0.111111111	313.4372259
-0.964285714	0.111111111	313.414859
-0.87244898	0.111111111	313.3924922
-0.780612245	0.111111111	313.3701254
-0.68877551	0.111111111	313.3477586
-0.596938776	0.111111111	313.3253918
-0.505102041	0.111111111	313.303025
-0.413265306	0.111111111	313.2806582
-0.321428571	0.111111111	313.2582914
-0.229591837	0.111111111	313.2359246
-0.137755102	0.111111111	313.2135578
-0.045918367	0.111111111	313.1922605
-17.95408163	0.185185185	313.1832702
-17.8622449	0.185185185	313.2012263
-17.77040816	0.185185185	313.2219819
-17.67857143	0.185185185	313.2444847
-17.58673469	0.185185185	313.2669876
-17.49489796	0.185185185	313.2894904
-17.40306122	0.185185185	313.3119933
-17.31122449	0.185185185	313.3344961
-17.21938776	0.185185185	313.356999
-17.12755102	0.185185185	313.3795018
-17.03571429	0.185185185	313.4020046
-16.94387755	0.185185185	313.4306569
-16.85204082	0.185185185	313.4724879
-16.76020408	0.185185185	313.5149076
-16.66836735	0.185185185	313.580072
-16.57653061	0.185185185	313.6452364
-16.48469388	0.185185185	313.7104007
-16.39285714	0.185185185	313.7755651
-16.30102041	0.185185185	313.8407295
-16.20918367	0.185185185	313.9058938
